study,qid,display_index,page,set_id,cooldown_block,condition,condition_label,expected_accent,source_index,audio,audio_filename,selected_source_path,selected_item_id,selected_method,selected_direction,selected_source_accent,selected_target_accent,selected_source_speaker_id,selected_utterance_id,selected_target_ref_id,selected_phonos_run,selected_accent_pred_label,selected_expected_tgt_label,selected_recall_tgt_hit,selected_nisqa_mos
accent/british,Q006,6,2,2,1,seedvc_ame2bri,SeedVC converted: American to British,British,1,audio/Q006__seedvc_ame2bri__src01.wav,Q006__seedvc_ame2bri__src01.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ame2bri/british1/4992/4992-41806-0012.wav,seedvc::ame2bri::british1::4992::4992-41806-0012,seedvc,ame2bri,ame,bri,4992,4992-41806-0012,british1,,,,,
accent/british,Q007,7,2,2,1,seedvc_bri2ame,SeedVC converted: British to American,American,2,audio/Q007__seedvc_bri2ame__src02.wav,Q007__seedvc_bri2ame__src02.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/bri2ame/RMS/f_07505/sof_07505_02083827740.wav,seedvc::bri2ame::RMS::f_07505::sof_07505_02083827740,seedvc,bri2ame,bri,ame,f_07505,sof_07505_02083827740,RMS,,,,,
accent/british,Q008,8,2,2,1,seedvc_ame2bri,SeedVC converted: American to British,British,2,audio/Q008__seedvc_ame2bri__src02.wav,Q008__seedvc_ame2bri__src02.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ame2bri/slr83_southern_female_sof_03397/3081/3081-166546-0000.wav,seedvc::ame2bri::slr83_southern_female_sof_03397::3081::3081-166546-0000,seedvc,ame2bri,ame,bri,3081,3081-166546-0000,slr83_southern_female_sof_03397,,,,,
accent/british,Q009,9,2,2,1,seedvc_bri2ame,SeedVC converted: British to American,American,3,audio/Q009__seedvc_bri2ame__src03.wav,Q009__seedvc_bri2ame__src03.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/bri2ame/SLT/m_06592/som_06592_00860315861.wav,seedvc::bri2ame::SLT::m_06592::som_06592_00860315861,seedvc,bri2ame,bri,ame,m_06592,som_06592_00860315861,SLT,,,,,
accent/british,Q010,10,2,2,1,seedvc_bri2ame,SeedVC converted: British to American,American,4,audio/Q010__seedvc_bri2ame__src04.wav,Q010__seedvc_bri2ame__src04.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/bri2ame/BDL/m_00712/som_00712_01728405553.wav,seedvc::bri2ame::BDL::m_00712::som_00712_01728405553,seedvc,bri2ame,bri,ame,m_00712,som_00712_01728405553,BDL,,,,,
accent/british,Q011,11,3,3,1,phonos_ame2bri,PHONOS converted: American to British,British,1,audio/Q011__phonos_ame2bri__src01.wav,Q011__phonos_ame2bri__src01.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full/ame2bri/slr83_southern_female_sof_03397/1462/1462-170145-0004.wav,phonos::ame2bri::slr83_southern_female_sof_03397::1462-170145-0004,PHONOS,ame2bri,american,british,1462,1462-170145-0004,slr83_southern_female_sof_03397,full,british_isles,british_isles,1,4.967452
accent/british,Q012,12,3,3,1,seedvc_ame2bri,SeedVC converted: American to British,British,3,audio/Q012__seedvc_ame2bri__src03.wav,Q012__seedvc_ame2bri__src03.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ame2bri/british1/7127/7127-75947-0000.wav,seedvc::ame2bri::british1::7127::7127-75947-0000,seedvc,ame2bri,ame,bri,7127,7127-75947-0000,british1,,,,,
accent/british,Q013,13,3,3,1,gt_british,Original British samples,British,1,audio/Q013__gt_british__src01.wav,Q013__gt_british__src01.wav,/data/waris/code/PHONOSv2/evaluation/final/british/m_07060/wav/som_07060_02057942941.wav,gt::british::som_07060_02057942941,original,reference,british,british,m_07060,som_07060_02057942941,,,,,,
accent/british,Q014,14,3,3,1,phonos_ame2bri,PHONOS converted: American to British,British,2,audio/Q014__phonos_ame2bri__src02.wav,Q014__phonos_ame2bri__src02.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full/ame2bri/slr83_southern_female_sof_03397/251/251-137823-0007.wav,phonos::ame2bri::slr83_southern_female_sof_03397::251-137823-0007,PHONOS,ame2bri,american,british,251,251-137823-0007,slr83_southern_female_sof_03397,full,british_isles,british_isles,1,4.9396973
accent/british,Q015,15,3,3,1,phonos_ame2bri,PHONOS converted: American to British,British,3,audio/Q015__phonos_ame2bri__src03.wav,Q015__phonos_ame2bri__src03.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full/ame2bri/slr83_southern_female_sof_03397/4446/4446-2275-0014.wav,phonos::ame2bri::slr83_southern_female_sof_03397::4446-2275-0014,PHONOS,ame2bri,american,british,4446,4446-2275-0014,slr83_southern_female_sof_03397,full,british_isles,british_isles,1,4.947532
accent/british,Q016,16,4,4,2,phonos_bri2ame,PHONOS converted: British to American,American,2,audio/Q016__phonos_bri2ame__src02.wav,Q016__phonos_bri2ame__src02.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full_r1/bri2ame/SLT/m_03397/som_03397_01872174639.wav,phonos::bri2ame::SLT::som_03397_01872174639,PHONOS,bri2ame,british,american,m_03397,som_03397_01872174639,SLT,full_r1,north_american,north_american,1,4.9077206
accent/british,Q017,17,4,4,2,gt_british,Original British samples,British,2,audio/Q017__gt_british__src02.wav,Q017__gt_british__src02.wav,/data/waris/code/PHONOSv2/evaluation/final/british/f_04766/wav/sof_04766_01141243271.wav,gt::british::sof_04766_01141243271,original,reference,british,british,f_04766,sof_04766_01141243271,,,,,,
accent/british,Q018,18,4,4,2,seedvc_ame2bri,SeedVC converted: American to British,British,4,audio/Q018__seedvc_ame2bri__src04.wav,Q018__seedvc_ame2bri__src04.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ame2bri/british1/6241/6241-61946-0018.wav,seedvc::ame2bri::british1::6241::6241-61946-0018,seedvc,ame2bri,ame,bri,6241,6241-61946-0018,british1,,,,,
accent/british,Q019,19,4,4,2,gt_american,Original American samples,American,4,audio/Q019__gt_american__src04.wav,Q019__gt_american__src04.wav,/data/waris/code/PHONOSv2/evaluation/final/american/61/wav/61-70968-0045.wav,gt::american::61-70968-0045,original,reference,american,american,61,61-70968-0045,,,,,,
accent/british,Q020,20,4,4,2,seedvc_ame2bri,SeedVC converted: American to British,British,5,audio/Q020__seedvc_ame2bri__src05.wav,Q020__seedvc_ame2bri__src05.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ame2bri/british1/4992/4992-23283-0012.wav,seedvc::ame2bri::british1::4992::4992-23283-0012,seedvc,ame2bri,ame,bri,4992,4992-23283-0012,british1,,,,,
accent/british,Q021,21,5,5,2,gt_british,Original British samples,British,3,audio/Q021__gt_british__src03.wav,Q021__gt_british__src03.wav,/data/waris/code/PHONOSv2/evaluation/final/british/f_03397/wav/sof_03397_00671468101.wav,gt::british::sof_03397_00671468101,original,reference,british,british,f_03397,sof_03397_00671468101,,,,,,
accent/british,Q022,22,5,5,2,seedvc_bri2ame,SeedVC converted: British to American,American,5,audio/Q022__seedvc_bri2ame__src05.wav,Q022__seedvc_bri2ame__src05.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/bri2ame/RMS/f_04766/sof_04766_01427955354.wav,seedvc::bri2ame::RMS::f_04766::sof_04766_01427955354,seedvc,bri2ame,bri,ame,f_04766,sof_04766_01427955354,RMS,,,,,
accent/british,Q023,23,5,5,2,gt_british,Original British samples,British,4,audio/Q023__gt_british__src04.wav,Q023__gt_british__src04.wav,/data/waris/code/PHONOSv2/evaluation/final/british/f_00295/wav/sof_00295_02045747802.wav,gt::british::sof_00295_02045747802,original,reference,british,british,f_00295,sof_00295_02045747802,,,,,,
accent/british,Q024,24,5,5,2,phonos_bri2ame,PHONOS converted: British to American,American,3,audio/Q024__phonos_bri2ame__src03.wav,Q024__phonos_bri2ame__src03.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full/bri2ame/SLT/m_01523/som_01523_00789701945.wav,phonos::bri2ame::SLT::som_01523_00789701945,PHONOS,bri2ame,british,american,m_01523,som_01523_00789701945,SLT,full,north_american,north_american,1,4.8993845
accent/british,Q025,25,5,5,2,seedvc_bri2ame,SeedVC converted: British to American,American,6,audio/Q025__seedvc_bri2ame__src06.wav,Q025__seedvc_bri2ame__src06.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/bri2ame/SLT/f_04766/sof_04766_01072636217.wav,seedvc::bri2ame::SLT::f_04766::sof_04766_01072636217,seedvc,bri2ame,bri,ame,f_04766,sof_04766_01072636217,SLT,,,,,
accent/british,Q026,26,6,6,2,phonos_bri2ame,PHONOS converted: British to American,American,4,audio/Q026__phonos_bri2ame__src04.wav,Q026__phonos_bri2ame__src04.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full_r1/bri2ame/SLT/f_03034/sof_03034_00519933103.wav,phonos::bri2ame::SLT::sof_03034_00519933103,PHONOS,bri2ame,british,american,f_03034,sof_03034_00519933103,SLT,full_r1,north_american,north_american,1,4.870756
accent/british,Q027,27,6,6,2,phonos_ame2bri,PHONOS converted: American to British,British,4,audio/Q027__phonos_ame2bri__src04.wav,Q027__phonos_ame2bri__src04.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full/ame2bri/slr83_southern_female_sof_03397/2412/2412-153948-0014.wav,phonos::ame2bri::slr83_southern_female_sof_03397::2412-153948-0014,PHONOS,ame2bri,american,british,2412,2412-153948-0014,slr83_southern_female_sof_03397,full,british_isles,british_isles,1,5.0123663
accent/british,Q028,28,6,6,2,gt_american,Original American samples,American,5,audio/Q028__gt_american__src05.wav,Q028__gt_american__src05.wav,/data/waris/code/PHONOSv2/evaluation/final/american/2035/wav/2035-147961-0019.wav,gt::american::2035-147961-0019,original,reference,american,american,2035,2035-147961-0019,,,,,,
accent/british,Q029,29,6,6,2,seedvc_ame2bri,SeedVC converted: American to British,British,6,audio/Q029__seedvc_ame2bri__src06.wav,Q029__seedvc_ame2bri__src06.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ame2bri/british1/4970/4970-29093-0013.wav,seedvc::ame2bri::british1::4970::4970-29093-0013,seedvc,ame2bri,ame,bri,4970,4970-29093-0013,british1,,,,,
accent/british,Q030,30,6,6,2,gt_american,Original American samples,American,6,audio/Q030__gt_american__src06.wav,Q030__gt_american__src06.wav,/data/waris/code/PHONOSv2/evaluation/final/american/2078/wav/2078-142845-0033.wav,gt::american::2078-142845-0033,original,reference,american,american,2078,2078-142845-0033,,,,,,
accent/british,Q031,31,7,7,3,gt_british,Original British samples,British,5,audio/Q031__gt_british__src05.wav,Q031__gt_british__src05.wav,/data/waris/code/PHONOSv2/evaluation/final/british/f_03397/wav/sof_03397_00705714208.wav,gt::british::sof_03397_00705714208,original,reference,british,british,f_03397,sof_03397_00705714208,,,,,,
accent/british,Q032,32,7,7,3,gt_british,Original British samples,British,6,audio/Q032__gt_british__src06.wav,Q032__gt_british__src06.wav,/data/waris/code/PHONOSv2/evaluation/final/british/f_05223/wav/sof_05223_00679195466.wav,gt::british::sof_05223_00679195466,original,reference,british,british,f_05223,sof_05223_00679195466,,,,,,
accent/british,Q033,33,7,7,3,seedvc_ame2bri,SeedVC converted: American to British,British,7,audio/Q033__seedvc_ame2bri__src07.wav,Q033__seedvc_ame2bri__src07.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ame2bri/slr83_southern_male_som_00610/5694/5694-64025-0002.wav,seedvc::ame2bri::slr83_southern_male_som_00610::5694::5694-64025-0002,seedvc,ame2bri,ame,bri,5694,5694-64025-0002,slr83_southern_male_som_00610,,,,,
accent/british,Q034,34,7,7,3,gt_british,Original British samples,British,7,audio/Q034__gt_british__src07.wav,Q034__gt_british__src07.wav,/data/waris/code/PHONOSv2/evaluation/final/british/f_01523/wav/sof_01523_01620827922.wav,gt::british::sof_01523_01620827922,original,reference,british,british,f_01523,sof_01523_01620827922,,,,,,
accent/british,Q035,35,7,7,3,phonos_ame2bri,PHONOS converted: American to British,British,5,audio/Q035__phonos_ame2bri__src05.wav,Q035__phonos_ame2bri__src05.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full/ame2bri/slr83_southern_male_som_00610/8297/8297-275155-0027.wav,phonos::ame2bri::slr83_southern_male_som_00610::8297-275155-0027,PHONOS,ame2bri,american,british,8297,8297-275155-0027,slr83_southern_male_som_00610,full,british_isles,british_isles,1,4.9293547
accent/british,Q036,36,8,8,3,seedvc_bri2ame,SeedVC converted: British to American,American,7,audio/Q036__seedvc_bri2ame__src07.wav,Q036__seedvc_bri2ame__src07.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/bri2ame/CLB/f_08421/sof_08421_01871073511.wav,seedvc::bri2ame::CLB::f_08421::sof_08421_01871073511,seedvc,bri2ame,bri,ame,f_08421,sof_08421_01871073511,CLB,,,,,
accent/british,Q037,37,8,8,3,gt_american,Original American samples,American,7,audio/Q037__gt_american__src07.wav,Q037__gt_american__src07.wav,/data/waris/code/PHONOSv2/evaluation/final/american/260/wav/260-123286-0004.wav,gt::american::260-123286-0004,original,reference,american,american,260,260-123286-0004,,,,,,
accent/british,Q038,38,8,8,3,phonos_ame2bri,PHONOS converted: American to British,British,6,audio/Q038__phonos_ame2bri__src06.wav,Q038__phonos_ame2bri__src06.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full/ame2bri/slr83_southern_female_sof_03397/260/260-123286-0000.wav,phonos::ame2bri::slr83_southern_female_sof_03397::260-123286-0000,PHONOS,ame2bri,american,british,260,260-123286-0000,slr83_southern_female_sof_03397,full,british_isles,british_isles,1,4.970944
accent/british,Q039,39,8,8,3,phonos_bri2ame,PHONOS converted: British to American,American,5,audio/Q039__phonos_bri2ame__src05.wav,Q039__phonos_bri2ame__src05.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full_r1/bri2ame/SLT/f_09697/sof_09697_01609575706.wav,phonos::bri2ame::SLT::sof_09697_01609575706,PHONOS,bri2ame,british,american,f_09697,sof_09697_01609575706,SLT,full_r1,north_american,north_american,1,4.8771043
accent/british,Q040,40,8,8,3,phonos_bri2ame,PHONOS converted: British to American,American,6,audio/Q040__phonos_bri2ame__src06.wav,Q040__phonos_bri2ame__src06.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full_r3_bri2ame/bri2ame/SLT/f_03853/sof_03853_01455615725.wav,phonos::bri2ame::SLT::sof_03853_01455615725,PHONOS,bri2ame,british,american,f_03853,sof_03853_01455615725,SLT,full_r3_bri2ame,north_american,north_american,1,4.880126
accent/british,Q041,41,9,9,3,phonos_ame2bri,PHONOS converted: American to British,British,7,audio/Q041__phonos_ame2bri__src07.wav,Q041__phonos_ame2bri__src07.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full/ame2bri/slr83_southern_female_sof_03397/2428/2428-83705-0007.wav,phonos::ame2bri::slr83_southern_female_sof_03397::2428-83705-0007,PHONOS,ame2bri,american,british,2428,2428-83705-0007,slr83_southern_female_sof_03397,full,british_isles,british_isles,1,4.9078426
accent/british,Q042,42,9,9,3,gt_american,Original American samples,American,8,audio/Q042__gt_american__src08.wav,Q042__gt_american__src08.wav,/data/waris/code/PHONOSv2/evaluation/final/american/1089/wav/1089-134691-0018.wav,gt::american::1089-134691-0018,original,reference,american,american,1089,1089-134691-0018,,,,,,
accent/british,Q043,43,9,9,3,phonos_ame2bri,PHONOS converted: American to British,British,8,audio/Q043__phonos_ame2bri__src08.wav,Q043__phonos_ame2bri__src08.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full_r1/ame2bri/slr83_southern_female_sof_03397/8297/8297-275155-0027.wav,phonos::ame2bri::slr83_southern_female_sof_03397::8297-275155-0027,PHONOS,ame2bri,american,british,8297,8297-275155-0027,slr83_southern_female_sof_03397,full_r1,british_isles,british_isles,1,4.9536524
accent/british,Q044,44,9,9,3,phonos_bri2ame,PHONOS converted: British to American,American,7,audio/Q044__phonos_bri2ame__src07.wav,Q044__phonos_bri2ame__src07.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full_r1/bri2ame/SLT/f_01208/sof_01208_01790133933.wav,phonos::bri2ame::SLT::sof_01208_01790133933,PHONOS,bri2ame,british,american,f_01208,sof_01208_01790133933,SLT,full_r1,north_american,north_american,1,4.8771725
accent/british,Q045,45,9,9,3,phonos_bri2ame,PHONOS converted: British to American,American,8,audio/Q045__phonos_bri2ame__src08.wav,Q045__phonos_bri2ame__src08.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full_r1/bri2ame/SLT/f_01208/sof_01208_00529936916.wav,phonos::bri2ame::SLT::sof_01208_00529936916,PHONOS,bri2ame,british,american,f_01208,sof_01208_00529936916,SLT,full_r1,north_american,north_american,1,4.8591585
accent/british,Q046,46,10,10,4,seedvc_bri2ame,SeedVC converted: British to American,American,8,audio/Q046__seedvc_bri2ame__src08.wav,Q046__seedvc_bri2ame__src08.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/bri2ame/SLT/f_02484/sof_02484_01233443948.wav,seedvc::bri2ame::SLT::f_02484::sof_02484_01233443948,seedvc,bri2ame,bri,ame,f_02484,sof_02484_01233443948,SLT,,,,,
accent/british,Q047,47,10,10,4,seedvc_bri2ame,SeedVC converted: British to American,American,9,audio/Q047__seedvc_bri2ame__src09.wav,Q047__seedvc_bri2ame__src09.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/bri2ame/BDL/m_00295/som_00295_01843530289.wav,seedvc::bri2ame::BDL::m_00295::som_00295_01843530289,seedvc,bri2ame,bri,ame,m_00295,som_00295_01843530289,BDL,,,,,
accent/british,Q048,48,10,10,4,seedvc_ame2bri,SeedVC converted: American to British,British,8,audio/Q048__seedvc_ame2bri__src08.wav,Q048__seedvc_ame2bri__src08.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ame2bri/slr83_southern_female_sof_03397/3170/3170-137482-0003.wav,seedvc::ame2bri::slr83_southern_female_sof_03397::3170::3170-137482-0003,seedvc,ame2bri,ame,bri,3170,3170-137482-0003,slr83_southern_female_sof_03397,,,,,
accent/british,Q049,49,10,10,4,gt_american,Original American samples,American,9,audio/Q049__gt_american__src09.wav,Q049__gt_american__src09.wav,/data/waris/code/PHONOSv2/evaluation/final/american/2078/wav/2078-142845-0044.wav,gt::american::2078-142845-0044,original,reference,american,american,2078,2078-142845-0044,,,,,,
accent/british,Q050,50,10,10,4,gt_british,Original British samples,British,8,audio/Q050__gt_british__src08.wav,Q050__gt_british__src08.wav,/data/waris/code/PHONOSv2/evaluation/final/british/f_07508/wav/sof_07508_01847571801.wav,gt::british::sof_07508_01847571801,original,reference,british,british,f_07508,sof_07508_01847571801,,,,,,
accent/british,Q051,51,11,11,4,phonos_ame2bri,PHONOS converted: American to British,British,9,audio/Q051__phonos_ame2bri__src09.wav,Q051__phonos_ame2bri__src09.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full/ame2bri/slr83_southern_female_sof_03397/3170/3170-137482-0034.wav,phonos::ame2bri::slr83_southern_female_sof_03397::3170-137482-0034,PHONOS,ame2bri,american,british,3170,3170-137482-0034,slr83_southern_female_sof_03397,full,british_isles,british_isles,1,4.9248486
accent/british,Q052,52,11,11,4,gt_american,Original American samples,American,10,audio/Q052__gt_american__src10.wav,Q052__gt_american__src10.wav,/data/waris/code/PHONOSv2/evaluation/final/american/237/wav/237-134500-0035.wav,gt::american::237-134500-0035,original,reference,american,american,237,237-134500-0035,,,,,,
accent/british,Q053,53,11,11,4,seedvc_ame2bri,SeedVC converted: American to British,British,9,audio/Q053__seedvc_ame2bri__src09.wav,Q053__seedvc_ame2bri__src09.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ame2bri/slr83_southern_male_som_00610/652/652-129742-0014.wav,seedvc::ame2bri::slr83_southern_male_som_00610::652::652-129742-0014,seedvc,ame2bri,ame,bri,652,652-129742-0014,slr83_southern_male_som_00610,,,,,
accent/british,Q054,54,11,11,4,phonos_ame2bri,PHONOS converted: American to British,British,10,audio/Q054__phonos_ame2bri__src10.wav,Q054__phonos_ame2bri__src10.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full/ame2bri/slr83_southern_female_sof_03397/6241/6241-61943-0021.wav,phonos::ame2bri::slr83_southern_female_sof_03397::6241-61943-0021,PHONOS,ame2bri,american,british,6241,6241-61943-0021,slr83_southern_female_sof_03397,full,british_isles,british_isles,1,5.071808
accent/british,Q055,55,11,11,4,phonos_bri2ame,PHONOS converted: British to American,American,9,audio/Q055__phonos_bri2ame__src09.wav,Q055__phonos_bri2ame__src09.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full_r1/bri2ame/SLT/m_02436/som_02436_00433416515.wav,phonos::bri2ame::SLT::som_02436_00433416515,PHONOS,bri2ame,british,american,m_02436,som_02436_00433416515,SLT,full_r1,north_american,north_american,1,4.8976135
accent/british,Q056,56,12,12,4,phonos_bri2ame,PHONOS converted: British to American,American,10,audio/Q056__phonos_bri2ame__src10.wav,Q056__phonos_bri2ame__src10.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full_r3_bri2ame/bri2ame/SLT/m_02121/som_02121_01966980967.wav,phonos::bri2ame::SLT::som_02121_01966980967,PHONOS,bri2ame,british,american,m_02121,som_02121_01966980967,SLT,full_r3_bri2ame,north_american,north_american,1,4.878603
accent/british,Q057,57,12,12,4,gt_british,Original British samples,British,9,audio/Q057__gt_british__src09.wav,Q057__gt_british__src09.wav,/data/waris/code/PHONOSv2/evaluation/final/british/m_06592/wav/som_06592_00453391893.wav,gt::british::som_06592_00453391893,original,reference,british,british,m_06592,som_06592_00453391893,,,,,,
accent/british,Q058,58,12,12,4,seedvc_ame2bri,SeedVC converted: American to British,British,10,audio/Q058__seedvc_ame2bri__src10.wav,Q058__seedvc_ame2bri__src10.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/ame2bri/slr83_southern_male_som_08784/1089/1089-134691-0014.wav,seedvc::ame2bri::slr83_southern_male_som_08784::1089::1089-134691-0014,seedvc,ame2bri,ame,bri,1089,1089-134691-0014,slr83_southern_male_som_08784,,,,,
accent/british,Q059,59,12,12,4,gt_british,Original British samples,British,10,audio/Q059__gt_british__src10.wav,Q059__gt_british__src10.wav,/data/waris/code/PHONOSv2/evaluation/final/british/m_07049/wav/som_07049_01939522664.wav,gt::british::som_07049_01939522664,original,reference,british,british,m_07049,som_07049_01939522664,,,,,,
accent/british,Q060,60,12,12,4,seedvc_bri2ame,SeedVC converted: British to American,American,10,audio/Q060__seedvc_bri2ame__src10.wav,Q060__seedvc_bri2ame__src10.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/seedvc/full/bri2ame/RMS/f_01523/sof_01523_01432186060.wav,seedvc::bri2ame::RMS::f_01523::sof_01523_01432186060,seedvc,bri2ame,bri,ame,f_01523,sof_01523_01432186060,RMS,,,,,
accent/spanish,Q001,1,1,1,1,phonos_ame2spn,PHONOS converted: American to Spanish-accented English,Spanish-accented English,1,audio/Q001__phonos_ame2spn__src01.wav,Q001__phonos_ame2spn__src01.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full/ame2spn/EBVS/7729/7729-102255-0013.wav,phonos::ame2spn::EBVS::7729-102255-0013,PHONOS,ame2spn,american,spanish,7729,7729-102255-0013,EBVS,full,spanish,spanish,1,4.1595545
accent/spanish,Q002,2,1,1,1,gt_american,Original American samples,American,1,audio/Q002__gt_american__src01.wav,Q002__gt_american__src01.wav,/data/waris/code/PHONOSv2/evaluation/final/american/6930/wav/6930-81414-0004.wav,gt::american::6930-81414-0004,original,reference,american,american,6930,6930-81414-0004,,,,,,
accent/spanish,Q003,3,1,1,1,phonos_spn2ame,PHONOS converted: Spanish-accented English to American,American,1,audio/Q003__phonos_spn2ame__src01.wav,Q003__phonos_spn2ame__src01.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full_r1/spn2ame/SLT/EN_poy7OkqGBG0_SPEAKER_01/EN_poy7OkqGBG0_W000151_0000.wav,phonos::spn2ame::SLT::EN_poy7OkqGBG0_W000151_0000,PHONOS,spn2ame,spanish,american,EN_poy7OkqGBG0_SPEAKER_01,EN_poy7OkqGBG0_W000151_0000,SLT,full_r1,north_american,north_american,1,4.870573
accent/spanish,Q004,4,1,1,1,phonos_spn2ame,PHONOS converted: Spanish-accented English to American,American,2,audio/Q004__phonos_spn2ame__src02.wav,Q004__phonos_spn2ame__src02.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full/spn2ame/SLT/Spanish_G01887/G01887S2360.wav,phonos::spn2ame::SLT::G01887S2360,PHONOS,spn2ame,spanish,american,Spanish_G01887,G01887S2360,SLT,full,north_american,north_american,1,4.8479366
accent/spanish,Q005,5,1,1,1,phonos_spn2ame,PHONOS converted: Spanish-accented English to American,American,3,audio/Q005__phonos_spn2ame__src03.wav,Q005__phonos_spn2ame__src03.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full_r1/spn2ame/SLT/EN_PfrKGJNLySY_SPEAKER_00/EN_PfrKGJNLySY_W000008_0001.wav,phonos::spn2ame::SLT::EN_PfrKGJNLySY_W000008_0001,PHONOS,spn2ame,spanish,american,EN_PfrKGJNLySY_SPEAKER_00,EN_PfrKGJNLySY_W000008_0001,SLT,full_r1,north_american,north_american,1,4.8855
accent/spanish,Q006,6,2,2,1,phonos_spn2ame,PHONOS converted: Spanish-accented English to American,American,4,audio/Q006__phonos_spn2ame__src04.wav,Q006__phonos_spn2ame__src04.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full/spn2ame/SLT/NJS/arctic_a0147.wav,phonos::spn2ame::SLT::arctic_a0147,PHONOS,spn2ame,spanish,american,NJS,arctic_a0147,SLT,full,north_american,north_american,1,4.851739
accent/spanish,Q007,7,2,2,1,phonos_spn2ame,PHONOS converted: Spanish-accented English to American,American,5,audio/Q007__phonos_spn2ame__src05.wav,Q007__phonos_spn2ame__src05.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full_r1/spn2ame/SLT/EN_xq4np5Pf_DU_SPEAKER_00/EN_xq4np5Pf_DU_W000198_0001.wav,phonos::spn2ame::SLT::EN_xq4np5Pf_DU_W000198_0001,PHONOS,spn2ame,spanish,american,EN_xq4np5Pf_DU_SPEAKER_00,EN_xq4np5Pf_DU_W000198_0001,SLT,full_r1,north_american,north_american,1,4.8815093
accent/spanish,Q008,8,2,2,1,phonos_ame2spn,PHONOS converted: American to Spanish-accented English,Spanish-accented English,2,audio/Q008__phonos_ame2spn__src02.wav,Q008__phonos_ame2spn__src02.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full/ame2spn/EBVS/5683/5683-32866-0000.wav,phonos::ame2spn::EBVS::5683-32866-0000,PHONOS,ame2spn,american,spanish,5683,5683-32866-0000,EBVS,full,spanish,spanish,1,4.475317
accent/spanish,Q009,9,2,2,1,phonos_ame2spn,PHONOS converted: American to Spanish-accented English,Spanish-accented English,3,audio/Q009__phonos_ame2spn__src03.wav,Q009__phonos_ame2spn__src03.wav,/data/waris/code/PHONOSv2/evaluation/generated_samples/phonos/full/ame2spn/EBVS/3000/3000-15664-0004.wav,phonos::ame2spn::EBVS::3000-15664-0004,PHONOS,ame2spn,american,spanish,3000,3000-15664-0004,EBVS,full,spanish,spanish,1,4.46018
