sample_group_id,sample_id,direction,direction_display,condition,condition_display,expected_accent,audio,audio_url,duration_sec,sample_rate_hz,channels,sha256,source_id,utterance_id
ame2ind_S10,S10,ame2ind,American to Indian,original,Original,american,audio/ame2ind/S10__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S10__original.wav,8.405,16000,1,4547f95dbea689491f6875d6bea3b03c67b5c1526286019f7dd56c4d1f2155ff,AME036,5683-32879-0014
ame2ind_S10,S10,ame2ind,American to Indian,phonos,PHONOS,indian,audio/ame2ind/S10__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S10__phonos.wav,8.42,16000,1,fcbaf273e849796c1ce3a3fa352ac49147d0fb7a1ed0650d16b1752b3c4a145d,AME036,5683-32879-0014
ame2ind_S10,S10,ame2ind,American to Indian,seedvc,SeedVC,indian,audio/ame2ind/S10__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S10__seedvc.wav,8.452063492063493,22050,1,a5dc2224587519957540ebe531faf1082f0c8da772ec38a6b923c23fc059c077,AME036,5683-32879-0014
ame2ind_S10,S10,ame2ind,American to Indian,tvtsyn_reconstruction,TVTSyn Reconstruction,american,audio/ame2ind/S10__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2ind/S10__tvtsyn_reconstruction.wav,8.42,16000,1,d7f3e41cb3651605ece44232b9130072a06784223a8a9576cfb7e344aa15c5ba,AME036,5683-32879-0014
ame2spn_S01,S01,ame2spn,American to Spanish,original,Original,american,audio/ame2spn/S01__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S01__original.wav,7.84,16000,1,f2db777d03e3412738d5bd4f8368a21da13fffbd5097ea7a291b58cd6a405871,AME002,8297-275156-0008
ame2spn_S01,S01,ame2spn,American to Spanish,phonos,PHONOS,spanish,audio/ame2spn/S01__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S01__phonos.wav,7.84,16000,1,ac3691965d91f451631f8948f9e41ab2fbf859f0b746b1bda2d01823bf452913,AME002,8297-275156-0008
ame2spn_S01,S01,ame2spn,American to Spanish,seedvc,SeedVC,spanish,audio/ame2spn/S01__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S01__seedvc.wav,7.90639455782313,22050,1,157c5f9a119a141205ba683af3bd4d9e03d9b4983f84a3ea0740dee71f1ee26a,AME002,8297-275156-0008
ame2spn_S01,S01,ame2spn,American to Spanish,tvtsyn_reconstruction,TVTSyn Reconstruction,american,audio/ame2spn/S01__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S01__tvtsyn_reconstruction.wav,7.84,16000,1,5c9708c9ccad7ae6fd4a7349d31518445fc17cac0619b2473be67b4b1e9a5310,AME002,8297-275156-0008
ame2spn_S02,S02,ame2spn,American to Spanish,original,Original,american,audio/ame2spn/S02__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S02__original.wav,7.595,16000,1,0c75735b2969913a03107b955c97b09c35d7da60d4f0fd28958491d38248385f,AME015,3575-170457-0003
ame2spn_S02,S02,ame2spn,American to Spanish,phonos,PHONOS,spanish,audio/ame2spn/S02__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S02__phonos.wav,7.6,16000,1,2d8e90fab20ac4c31c234d969e4be0234887e6e790fb7abb38f256830f87f477,AME015,3575-170457-0003
ame2spn_S02,S02,ame2spn,American to Spanish,seedvc,SeedVC,spanish,audio/ame2spn/S02__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S02__seedvc.wav,7.732244897959184,22050,1,b866513db78e92622394775a2cf030dd17c77003523ae6ceae3814a6d33e3658,AME015,3575-170457-0003
ame2spn_S02,S02,ame2spn,American to Spanish,tvtsyn_reconstruction,TVTSyn Reconstruction,american,audio/ame2spn/S02__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S02__tvtsyn_reconstruction.wav,7.6,16000,1,1cd1ee4875b45ac486b535897af29ba2a91f6e97ce3ee4a444383bb7893712ad,AME015,3575-170457-0003
ame2spn_S03,S03,ame2spn,American to Spanish,original,Original,american,audio/ame2spn/S03__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S03__original.wav,8.93,16000,1,bf8183741a4e62deb5888a92dd43e8253ec311d0d1ae61506179988e82ae6a25,AME007,7729-102255-0019
ame2spn_S03,S03,ame2spn,American to Spanish,phonos,PHONOS,spanish,audio/ame2spn/S03__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S03__phonos.wav,8.94,16000,1,24d3ca3def49794a27d6de40fe88568f7f6e3ee51e91ef9b708243c1b6705000,AME007,7729-102255-0019
ame2spn_S03,S03,ame2spn,American to Spanish,seedvc,SeedVC,spanish,audio/ame2spn/S03__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S03__seedvc.wav,8.858412698412698,22050,1,ea24364f2fb8430526ca198baa13034ac2a990afe379f6262b4140694d380dc5,AME007,7729-102255-0019
ame2spn_S03,S03,ame2spn,American to Spanish,tvtsyn_reconstruction,TVTSyn Reconstruction,american,audio/ame2spn/S03__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S03__tvtsyn_reconstruction.wav,8.94,16000,1,77cef0925b6a54f838f68e5e0ee0cfa627a6913f264069f54fd9aeb4d235f727,AME007,7729-102255-0019
ame2spn_S04,S04,ame2spn,American to Spanish,original,Original,american,audio/ame2spn/S04__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S04__original.wav,6.61,16000,1,08844bfb979ce8240f332032a4b86bed89703dcdb0379087e9747db278eb60dd,AME012,1089-134686-0025
ame2spn_S04,S04,ame2spn,American to Spanish,phonos,PHONOS,spanish,audio/ame2spn/S04__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S04__phonos.wav,6.62,16000,1,7011c6b481fbcc96844e5fb59f3c5a02bc1ded3195882e3098f60e6f35ea4a5e,AME012,1089-134686-0025
ame2spn_S04,S04,ame2spn,American to Spanish,seedvc,SeedVC,spanish,audio/ame2spn/S04__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S04__seedvc.wav,7.116916099773243,22050,1,309654bbb2567dda3eb53b4defdacc91da4de54dcd2de2e946447f4d503a1a4d,AME012,1089-134686-0025
ame2spn_S04,S04,ame2spn,American to Spanish,tvtsyn_reconstruction,TVTSyn Reconstruction,american,audio/ame2spn/S04__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S04__tvtsyn_reconstruction.wav,6.62,16000,1,0e05b346ea041d154beb4af86d24d12a56c9280ed5671225b9b223a7bf76202d,AME012,1089-134686-0025
ame2spn_S05,S05,ame2spn,American to Spanish,original,Original,american,audio/ame2spn/S05__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S05__original.wav,5.38,16000,1,e5d9a68b1a3752a69794e12156aae129ba7e9496cfa6453cfbf0a2a4d4a31add,AME018,7976-105575-0022
ame2spn_S05,S05,ame2spn,American to Spanish,phonos,PHONOS,spanish,audio/ame2spn/S05__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S05__phonos.wav,5.38,16000,1,f4e072cd0bbe42a33e08d5193d711ab67296d60795b1ce920b59efa95a4ef92e,AME018,7976-105575-0022
ame2spn_S05,S05,ame2spn,American to Spanish,seedvc,SeedVC,spanish,audio/ame2spn/S05__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S05__seedvc.wav,4.911020408163266,22050,1,83fc6bdda9f87c5e9a8b3c677e46638e8731cf9a17126ac7747c36f73fe4746f,AME018,7976-105575-0022
ame2spn_S05,S05,ame2spn,American to Spanish,tvtsyn_reconstruction,TVTSyn Reconstruction,american,audio/ame2spn/S05__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S05__tvtsyn_reconstruction.wav,5.38,16000,1,b12381c1cf8e523366e5829c4d01137c7a0045ed4c780b2e44849f7a05d58c47,AME018,7976-105575-0022
ame2spn_S06,S06,ame2spn,American to Spanish,original,Original,american,audio/ame2spn/S06__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S06__original.wav,6.285,16000,1,8e77c3802c363ee0d0acbbb5f579396b028d31edee1e06162abb800140425fa0,AME014,1284-1180-0009
ame2spn_S06,S06,ame2spn,American to Spanish,phonos,PHONOS,spanish,audio/ame2spn/S06__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S06__phonos.wav,6.3,16000,1,1d88e0d11ca0187cffca1f25ed1f0bedd9ec4977bbbac87df3b11f49476b2af5,AME014,1284-1180-0009
ame2spn_S06,S06,ame2spn,American to Spanish,seedvc,SeedVC,spanish,audio/ame2spn/S06__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S06__seedvc.wav,6.489977324263038,22050,1,21a14c15060461dd22edcaa5651b0b2e763c2ab1df59618bc465b07a1d46a58f,AME014,1284-1180-0009
ame2spn_S06,S06,ame2spn,American to Spanish,tvtsyn_reconstruction,TVTSyn Reconstruction,american,audio/ame2spn/S06__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S06__tvtsyn_reconstruction.wav,6.3,16000,1,29eaa25608ad22b54ed2d25073f17f33fe4d618b92c8a95bb3b890f324b01316,AME014,1284-1180-0009
ame2spn_S07,S07,ame2spn,American to Spanish,original,Original,american,audio/ame2spn/S07__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S07__original.wav,7.445,16000,1,5dc4b7835c7204fe1c084a01f72a23c3b1d2402abf21cd7f1a1db677434b1094,AME021,3170-137482-0025
ame2spn_S07,S07,ame2spn,American to Spanish,phonos,PHONOS,spanish,audio/ame2spn/S07__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S07__phonos.wav,7.46,16000,1,43416b89a83a0d7908a65cf255aeffeb79dbde21dfe1a84bf0e73c4cf70a77f3,AME021,3170-137482-0025
ame2spn_S07,S07,ame2spn,American to Spanish,seedvc,SeedVC,spanish,audio/ame2spn/S07__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S07__seedvc.wav,7.453605442176871,22050,1,1647ce1529c95dcf1c7947d2f1da0ab7730129b684eb2a6f73439fc93e815f7e,AME021,3170-137482-0025
ame2spn_S07,S07,ame2spn,American to Spanish,tvtsyn_reconstruction,TVTSyn Reconstruction,american,audio/ame2spn/S07__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S07__tvtsyn_reconstruction.wav,7.46,16000,1,eaf4d932c12c8890ea55e1f07d5774105588968c48ffeba0df4d1ad553c0a659,AME021,3170-137482-0025
ame2spn_S08,S08,ame2spn,American to Spanish,original,Original,american,audio/ame2spn/S08__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S08__original.wav,8.23,16000,1,b32d2f28c39ad5e98d4b1ed30b4d06e1a03de5ee0e08f61bbe988868a123d173,AME027,1320-122617-0019
ame2spn_S08,S08,ame2spn,American to Spanish,phonos,PHONOS,spanish,audio/ame2spn/S08__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S08__phonos.wav,8.24,16000,1,a06b92ce0f574d016907a23da4bfc32e52eb67dd0f68b6a6e0502391799004da,AME027,1320-122617-0019
ame2spn_S08,S08,ame2spn,American to Spanish,seedvc,SeedVC,spanish,audio/ame2spn/S08__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S08__seedvc.wav,8.475283446712018,22050,1,cbabfff98818a7d4f77f5358afbe115add6283486ed48c168615c6a504965103,AME027,1320-122617-0019
ame2spn_S08,S08,ame2spn,American to Spanish,tvtsyn_reconstruction,TVTSyn Reconstruction,american,audio/ame2spn/S08__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S08__tvtsyn_reconstruction.wav,8.24,16000,1,378ec479c6322a5207e311e42ab09d3cd34aa89605a71969231900be65d3dac6,AME027,1320-122617-0019
ame2spn_S09,S09,ame2spn,American to Spanish,original,Original,american,audio/ame2spn/S09__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S09__original.wav,8.405,16000,1,4547f95dbea689491f6875d6bea3b03c67b5c1526286019f7dd56c4d1f2155ff,AME036,5683-32879-0014
ame2spn_S09,S09,ame2spn,American to Spanish,phonos,PHONOS,spanish,audio/ame2spn/S09__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S09__phonos.wav,8.42,16000,1,1af1b8dee70e0c4dcb9124f6f0c61c0a220c5c13950037e2f0deb966dfa1d5be,AME036,5683-32879-0014
ame2spn_S09,S09,ame2spn,American to Spanish,seedvc,SeedVC,spanish,audio/ame2spn/S09__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S09__seedvc.wav,8.231473922902495,22050,1,ef4bf8b9c7487a329af1c843645dac20f0e5e6ca78013f0ba133d81c123f2bda,AME036,5683-32879-0014
ame2spn_S09,S09,ame2spn,American to Spanish,tvtsyn_reconstruction,TVTSyn Reconstruction,american,audio/ame2spn/S09__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S09__tvtsyn_reconstruction.wav,8.42,16000,1,d7f3e41cb3651605ece44232b9130072a06784223a8a9576cfb7e344aa15c5ba,AME036,5683-32879-0014
ame2spn_S10,S10,ame2spn,American to Spanish,original,Original,american,audio/ame2spn/S10__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S10__original.wav,7.6,16000,1,79cfb710f1ff2089b14abc3c07d44bf210c6fd14d03fb227dec8372385295df1,AME037,2035-152373-0010
ame2spn_S10,S10,ame2spn,American to Spanish,phonos,PHONOS,spanish,audio/ame2spn/S10__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S10__phonos.wav,7.6,16000,1,d9e515722f5bcc1b1df2d55726620d87d56749179ac8e7e4a0a456347f5ce4d6,AME037,2035-152373-0010
ame2spn_S10,S10,ame2spn,American to Spanish,seedvc,SeedVC,spanish,audio/ame2spn/S10__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S10__seedvc.wav,7.267845804988662,22050,1,9bb8f97c879deefc8f36713e28898ddc2897aaa0cb1cb7a9fc84f669a38504e6,AME037,2035-152373-0010
ame2spn_S10,S10,ame2spn,American to Spanish,tvtsyn_reconstruction,TVTSyn Reconstruction,american,audio/ame2spn/S10__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/ame2spn/S10__tvtsyn_reconstruction.wav,7.6,16000,1,03c9505213104bf1071169e18ea19ebc7341abe2cc5bce68bc3c663eb31bff59,AME037,2035-152373-0010
bri2ame_S01,S01,bri2ame,British to American,original,Original,british,audio/bri2ame/S01__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/bri2ame/S01__original.wav,5.8026875,16000,1,5c4993eb03f55de112e2c0729914b6abdb1a8acbc8bf666a7d1a631431a1d7d2,BRE001,sof_02121_00159249525
bri2ame_S01,S01,bri2ame,British to American,phonos,PHONOS,american,audio/bri2ame/S01__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/bri2ame/S01__phonos.wav,5.82,16000,1,6acfa6977294121d15d49405933cde96b1daa83b1d2a837b9fb9daa9b1f8d412,BRE001,sof_02121_00159249525
bri2ame_S01,S01,bri2ame,British to American,seedvc,SeedVC,american,audio/bri2ame/S01__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/bri2ame/S01__seedvc.wav,5.828208616780046,22050,1,b46b4c11a97fd3414f8af3c00d4c3d7af68e0a45c655d2eb2e694f237b538e27,BRE001,sof_02121_00159249525
bri2ame_S01,S01,bri2ame,British to American,tvtsyn_reconstruction,TVTSyn Reconstruction,british,audio/bri2ame/S01__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/bri2ame/S01__tvtsyn_reconstruction.wav,5.82,16000,1,097631ef1296570542f9649d8dc28b0de3e79a5daa44697f13bc0419c89cd6a9,BRE001,sof_02121_00159249525
bri2ame_S02,S02,bri2ame,British to American,original,Original,british,audio/bri2ame/S02__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/bri2ame/S02__original.wav,5.632,16000,1,2e587c5401a285ebc4f2b1e00fcfc2f1a944a5a5344c03ef7da2d69143ac6aec,BRE002,sof_08886_00875597339
bri2ame_S02,S02,bri2ame,British to American,phonos,PHONOS,american,audio/bri2ame/S02__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/bri2ame/S02__phonos.wav,5.64,16000,1,d484c112309905d75dae39795f04f969b7d18fd463a3659e150f656ca5f76a71,BRE002,sof_08886_00875597339
bri2ame_S02,S02,bri2ame,British to American,seedvc,SeedVC,american,audio/bri2ame/S02__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/bri2ame/S02__seedvc.wav,5.561179138321996,22050,1,0759276b2d5cb20a4581bf0548198e3a1d90be9a2510ffc754b4c6d605237c16,BRE002,sof_08886_00875597339
bri2ame_S02,S02,bri2ame,British to American,tvtsyn_reconstruction,TVTSyn Reconstruction,british,audio/bri2ame/S02__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/bri2ame/S02__tvtsyn_reconstruction.wav,5.64,16000,1,f08360383425799dc12d5d38b313576541dd0b004bc876ed9e4ebfc9d568f195,BRE002,sof_08886_00875597339
bri2ame_S03,S03,bri2ame,British to American,original,Original,british,audio/bri2ame/S03__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/bri2ame/S03__original.wav,5.0346875,16000,1,19bcd115c8166cbc97ca9d1bf7b8a33c55dab4eb7eb506a25e7362621dc81b45,BRE050,sof_03034_00648187652
bri2ame_S03,S03,bri2ame,British to American,phonos,PHONOS,american,audio/bri2ame/S03__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/bri2ame/S03__phonos.wav,5.04,16000,1,2437232ad60fa77aeba35fa85c90f834aa3ade65fcddc2c2b606c6db4c09f4c3,BRE050,sof_03034_00648187652
bri2ame_S03,S03,bri2ame,British to American,seedvc,SeedVC,american,audio/bri2ame/S03__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/bri2ame/S03__seedvc.wav,5.561179138321996,22050,1,a6b6022f3e6cb797eb89e72cdd2020b187a18a4be9592deb6492776d0c080bc2,BRE050,sof_03034_00648187652
bri2ame_S03,S03,bri2ame,British to American,tvtsyn_reconstruction,TVTSyn Reconstruction,british,audio/bri2ame/S03__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/bri2ame/S03__tvtsyn_reconstruction.wav,5.04,16000,1,9cb8e9b0a4175253c77aff4e02336ea7caf06742d59d03dfafa52864b63ac81b,BRE050,sof_03034_00648187652
bri2ame_S04,S04,bri2ame,British to American,original,Original,british,audio/bri2ame/S04__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/bri2ame/S04__original.wav,7.424,16000,1,9a1333de30c4cd673055541bacf1a274f9116c6782c21e136527a43a932c0e2f,BRE046,som_01523_00399822145
bri2ame_S04,S04,bri2ame,British to American,phonos,PHONOS,american,audio/bri2ame/S04__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/bri2ame/S04__phonos.wav,7.44,16000,1,528e1fb76bac98f93eedcd9a5dbed75be4e35c145bc9bc5a2b7bc11681bcab17,BRE046,som_01523_00399822145
bri2ame_S04,S04,bri2ame,British to American,seedvc,SeedVC,american,audio/bri2ame/S04__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/bri2ame/S04__seedvc.wav,7.778684807256236,22050,1,1afd7f9631f7018affe468a9dcc1d9dc020882cb7bbee4a8d65d691eff1a4905,BRE046,som_01523_00399822145
bri2ame_S04,S04,bri2ame,British to American,tvtsyn_reconstruction,TVTSyn Reconstruction,british,audio/bri2ame/S04__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/bri2ame/S04__tvtsyn_reconstruction.wav,7.44,16000,1,eed9c41108e7d9f1f9f0c404c63d7b13f371fb4d454783f81fb14ea7fd717afd,BRE046,som_01523_00399822145
bri2ame_S05,S05,bri2ame,British to American,original,Original,british,audio/bri2ame/S05__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/bri2ame/S05__original.wav,5.205375,16000,1,24ea7646c8144d7a0b19e724f3f6159c69ec159fe8b81748ddd7701ce4b5f71d,BRE022,sof_09334_00363794380
bri2ame_S05,S05,bri2ame,British to American,phonos,PHONOS,american,audio/bri2ame/S05__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/bri2ame/S05__phonos.wav,5.22,16000,1,b713b887cea61212e54a07ea66433a8b86d2ddc0a44b23abd097e744f1307992,BRE022,sof_09334_00363794380
bri2ame_S05,S05,bri2ame,British to American,seedvc,SeedVC,american,audio/bri2ame/S05__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/bri2ame/S05__seedvc.wav,5.317369614512471,22050,1,a12abf9b758ea69a4112ce765dec89415d050854544dc4e253504439060b28a9,BRE022,sof_09334_00363794380
bri2ame_S05,S05,bri2ame,British to American,tvtsyn_reconstruction,TVTSyn Reconstruction,british,audio/bri2ame/S05__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/bri2ame/S05__tvtsyn_reconstruction.wav,5.22,16000,1,9bd50d57b28d7f66c991a1f0a6977d6bf9c4ed1066ba8dac3b2d4e12feb60646,BRE022,sof_09334_00363794380
bri2ame_S06,S06,bri2ame,British to American,original,Original,british,audio/bri2ame/S06__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/bri2ame/S06__original.wav,6.0586875,16000,1,a290d08a4802a5f5ee872f77162141cd9ec44b5c2344b2a36e0184816049d506,BRE025,sof_04766_00321615824
bri2ame_S06,S06,bri2ame,British to American,phonos,PHONOS,american,audio/bri2ame/S06__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/bri2ame/S06__phonos.wav,6.06,16000,1,2c56c150e048bddbf6bf08d4d4f638e6ed30313e8d763e13dbf5d4eba49a0ca5,BRE025,sof_04766_00321615824
bri2ame_S06,S06,bri2ame,British to American,seedvc,SeedVC,american,audio/bri2ame/S06__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/bri2ame/S06__seedvc.wav,6.466757369614513,22050,1,34c7bcebc5672e736607751551c8f731a08c4c5490c839255a72880b24c922f8,BRE025,sof_04766_00321615824
bri2ame_S06,S06,bri2ame,British to American,tvtsyn_reconstruction,TVTSyn Reconstruction,british,audio/bri2ame/S06__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/bri2ame/S06__tvtsyn_reconstruction.wav,6.06,16000,1,4ef65c9f16ab2e5dc13fc70e923244321cd667bce4e2f7de4c621288c95fda12,BRE025,sof_04766_00321615824
bri2ame_S07,S07,bri2ame,British to American,original,Original,british,audio/bri2ame/S07__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/bri2ame/S07__original.wav,5.973375,16000,1,750e862c6c47e31ba04322c71047ac4e6805735a901483cc27a6c64766da37da,BRE053,sof_06136_00152649904
bri2ame_S07,S07,bri2ame,British to American,phonos,PHONOS,american,audio/bri2ame/S07__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/bri2ame/S07__phonos.wav,5.98,16000,1,87ac1fd3d2dc1be4c773c185c99ed3b5b9b62eeb1f4f466f3d71a696828c2881,BRE053,sof_06136_00152649904
bri2ame_S07,S07,bri2ame,British to American,seedvc,SeedVC,american,audio/bri2ame/S07__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/bri2ame/S07__seedvc.wav,7.128526077097506,22050,1,e98a5f21172121b6aa24f4d81dadd936a94788b46693490be9685f2c48104ba1,BRE053,sof_06136_00152649904
bri2ame_S07,S07,bri2ame,British to American,tvtsyn_reconstruction,TVTSyn Reconstruction,british,audio/bri2ame/S07__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/bri2ame/S07__tvtsyn_reconstruction.wav,5.98,16000,1,0d7b19bcc27bae3be2de71d36021105091f788c251c37a13c13710163a732107,BRE053,sof_06136_00152649904
bri2ame_S08,S08,bri2ame,British to American,original,Original,british,audio/bri2ame/S08__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/bri2ame/S08__original.wav,7.936,16000,1,2eaf100b3afa31de2c6af7987b0dc3d8529eb5e223fae0e570e8fbd44843768a,BRE020,som_06592_00529433403
bri2ame_S08,S08,bri2ame,British to American,phonos,PHONOS,american,audio/bri2ame/S08__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/bri2ame/S08__phonos.wav,7.94,16000,1,a0056fede9b4e9c31b839204ec6ae579f8c8e17056289a41f650bc82231f6bc7,BRE020,som_06592_00529433403
bri2ame_S08,S08,bri2ame,British to American,seedvc,SeedVC,american,audio/bri2ame/S08__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/bri2ame/S08__seedvc.wav,8.301133786848073,22050,1,be513201e35bf01ab1af907f5bd42beafbd705c0719e013e64cb076bb360e31e,BRE020,som_06592_00529433403
